what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507625874306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507627075886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507627079240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646908805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646908961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646909117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646909179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646911363
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1507646911971
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1507646912720
